"StandID","DWVol_m3perHa_T2_SpruceConif","MeanDecaySwe_T2","MeanDbasal_T2","AgeT2","SprucevolMax100m_2013_m3ha","conn_20km_a2_stand_2009","conn_20km_a1_stand_2009","conn_20km_a02_stand_2009","conn_20km_a01_stand_2009","PrecSum","Temp","LocalConn_amyllapp","LocalConn_antrseri","LocalConn_fomipini","LocalConn_fomirose","LocalConn_gloesepi","LocalConn_phelferr","LocalConn_phelnigr","LocalConn_phelviti","LocalConn_phlecent","LocalConn_tricabie"
20,56.4885232846094,2.42592592592593,15.962962962963,166,331,726.424210259609,1881.1316661142,22726.4211581519,52904.6333106951,432.23722,4.36019,1,1,1,NA,NA,1,NA,NA,NA,1
21,77.9471578239289,2.10344827586207,24.1275862068966,122,186,381.868199701812,1338.36691248685,28658.1607212269,74611.2732029539,415.85162,4.1739,1,1,0,0,0,1,0,0,1,1
22,95.4254376506597,2.09230769230769,19.1876923076923,166,444,441.182077691438,1556.62882944834,27787.0513035016,58063.2611394575,427.43961,4.26373,NA,1,1,NA,1,1,NA,NA,NA,NA
23,130.993689271338,2.625,23.0791666666667,197,245,4137.40890188779,8573.74179288214,81873.8075291685,191070.24516765,459.22464,4.02161,1,1,1,1,NA,1,NA,1,1,1
26,37.3073065455802,2.2,15.7125,172,265,3745.01437951498,8063.95187120119,61565.7830491752,137844.727155773,476.86954,2.31873,1,1,1,1,1,1,1,1,0,1
29,46.8439979546264,2.28205128205128,18.0948717948718,172,201,7389.64275348696,16320.1028307258,84383.7329952922,161342.706741183,458.9988,2.18415,1,NA,NA,1,NA,1,NA,NA,NA,NA
33,107.377787514621,2.13559322033898,20.6406779661017,172,317,1808.50198460733,3539.83434377906,51869.8318847468,120296.139227435,463.08605,2.09694,1,NA,NA,1,NA,1,NA,NA,1,NA
34,40.7153541605823,2,15.655,172,258,3102.71565613948,6098.09608630401,49908.9947005726,117389.796296497,482.5609,2.07364,1,1,1,1,0,1,0,1,0,0
37,62.6055279281152,2.18181818181818,17.7477272727273,172,220,3606.48767146052,7864.01251054971,47779.5649076162,112587.408680292,470.46013,1.97156,1,0,0,1,0,1,0,0,0,0
101,74.0419495178844,2.25,24.2,154,321,343.606974926763,1184.37947454252,15159.6236610395,38504.7148289826,426.381,4.4327,1,NA,1,1,NA,1,NA,NA,NA,NA
102,15.0499976185769,2.625,24.859375,112,296,897.111270341391,2847.43218749834,39488.9693092577,90194.325570563,448.70813,5.60479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,7.29686253956969,1.97142857142857,10.7657142857143,194,123,4397.08431118001,13862.9532292414,146713.520397329,281007.810912154,448.46717,1.28768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,72.2244117497159,2.08163265306122,16.4357142857143,194,154,7106.42514146452,15768.3423532703,116485.880569153,258127.474512416,489.88702,1.42927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,3.66666739856976,1.875,16.5375,123,100,149.461632441775,478.632596673766,12486.5619751352,34359.9501908539,422.489,5.17624,0,0,0,0,0,0,0,0,0,0
111,141.11938671273,1.52830188679245,23.5943396226415,120,107,504.477510996932,1679.97434005355,19444.2382777948,41713.5214672731,420.79336,5.1096,0,0,1,0,0,0,0,0,0,1
112,57.9305963651867,1.4,25.7733333333333,115,306,370.156622016285,1463.96670984787,18738.6528209312,41297.4367390163,432.28464,5.27497,0,0,1,0,0,0,0,0,0,1
113,9.56805183645744,1.54545454545455,13.8454545454545,71,154,85.8629622658585,315.583777792869,10759.1390184607,31555.3872529207,417.71472,5.1033,0,0,0,0,0,0,0,0,0,0
114,5.18036913489771,2.5,15.9833333333333,104,97,111.617954614823,516.486955725847,15070.9750931432,38723.5259347233,435.18259,5.29688,0,1,1,0,1,0,0,0,0,1
116,46.0512713912075,1.73913043478261,20.6826086956522,85,152,559.502790169171,1982.58695006951,19499.9382411213,41854.9567560496,432.28464,5.27497,0,0,0,0,0,0,0,0,0,0
117,22.8624857537494,2.33333333333333,15.2333333333333,116,272,75.373361128067,408.470331157181,12960.8706418722,37414.1496184671,432.69257,4.9166,0,0,1,0,0,0,0,0,0,1
118,4.24129758370106,2,12.44,74,12,48.4739945812711,217.42226116743,13127.9691627247,38796.8580783494,409.93761,4.55169,0,0,0,0,0,0,0,0,0,0
121,33.0192264173723,2.14285714285714,21.5928571428571,126,220,239.273212471212,825.170902095576,13286.8447993657,34927.5701568928,404.90533,4.49181,0,0,0,0,0,0,0,0,0,0
122,5.7773846989151,2.36363636363636,10.3,91,208,244.574057505192,1165.57343024823,17808.8570481576,41648.9711788549,408.77269,4.54312,0,0,0,0,0,0,0,0,0,0
124,11.7619915016745,1.82608695652174,12.2130434782609,90,258,296.389378773508,865.948045995067,15479.3435776654,40054.6675120594,404.90533,4.49181,0,0,1,0,0,0,0,0,0,0
125,5.27719109064675,2,13.475,124,123,228.891871729433,876.961650835664,24137.0817776151,64239.6106160639,428.77368,4.36108,0,1,1,0,0,1,0,0,0,1
126,6.34859343392705,2,10.6333333333333,100,246,263.506712142495,832.638449357263,15902.9947025438,40773.7756679676,403.64989,4.82614,0,0,0,0,0,0,0,0,0,1
129,32.5980620786801,1.90909090909091,16.9090909090909,100,246,275.686476308043,1061.83472447022,19192.4399998241,48272.5090616047,433.06292,3.893,0,0,0,0,0,0,0,0,0,1
131,12.4129090113987,2.17647058823529,11.4470588235294,94,230,1091.4626671128,4440.45281717742,65826.6497468222,151944.54358049,457.45335,3.7799,0,1,0,0,0,0,1,0,0,1
132,7.20448274104921,1.96428571428571,12.4928571428571,74,92,459.588725208525,1760.44981676039,40489.8333869521,108837.931414963,423.68511,3.90296,0,0,0,0,0,0,0,0,0,0
133,2.75484632628929,2.73076923076923,7.44615384615385,94,276,674.111255107392,2691.51021812156,55681.5127667396,137122.172208328,448.51056,3.66116,0,1,1,0,0,0,0,0,0,1
134,2.14566699924857,1.94736842105263,7.50526315789474,77,117,147.771423846899,621.703267901286,23556.8456672212,68480.4391288703,412.51592,3.74875,0,1,1,0,0,1,0,0,0,1
135,11.3890539476716,1.21739130434783,12.0260869565217,84,220,753.890175165604,3904.1765408153,75463.7860457947,173962.164115062,457.45335,3.7799,0,1,1,0,0,0,0,1,0,0
136,43.9395362471993,1.61538461538462,25.9230769230769,100,51,296.299502837867,1800.04643987468,32511.5425913184,85660.47519855,451.2348,3.91155,0,0,0,0,0,0,0,0,0,1
137,2.02846026958297,2.33333333333333,10.5416666666667,94,257,312.678776363314,1091.30546682619,25517.1618319507,67350.0244462532,438.25114,3.58493,0,1,1,0,0,0,0,0,0,1
139,12.5451841848401,3.07692307692308,16.7692307692308,102,129,228.640184991179,1023.60670087801,18757.7302043498,47257.6189923791,421.96653,3.91821,0,0,1,0,0,0,0,0,0,1
143,15.7629015413876,2.02,9.548,83,282,218.444708726646,756.307917748097,19382.3797225354,56798.6944190701,430.94454,3.91753,0,1,1,0,0,0,0,0,0,1
144,9.79040227565829,1.45,10.23,113,271,145.275204021126,659.051586909206,21822.9221970635,59815.0249794474,419.19331,4.00869,0,1,1,0,1,0,0,0,0,1
146,38.5994433897209,2.54545454545455,25.6818181818182,99,136,384.962020304822,1035.429082273,20284.9529051223,56384.6377510814,426.11727,3.85416,0,0,1,0,0,0,0,1,0,1
147,22.1584046449906,1.94736842105263,16.2052631578947,96,320,396.494472900089,1604.88507207486,27632.8478558141,66338.0202063865,427.87676,3.34919,0,0,1,0,0,0,0,0,0,1
148,6.05263615358417,2.5,13.3666666666667,94,197,377.664693517349,1944.35422746798,40614.9934909237,99138.2566642838,456.27187,3.09486,0,0,0,0,0,0,0,0,0,1
150,46.9588110642173,1.15094339622642,15.9132075471698,115,21,488.081831496575,2315.14126314071,49005.7974306232,122297.766856024,420.47134,3.18056,0,0,1,0,0,0,0,0,0,1
151,0.425190830469264,1.77777777777778,7.24444444444444,118,209,463.940261408744,1819.47887944515,42134.835654625,107324.125915405,411.20924,3.24064,0,0,0,0,0,0,0,0,0,0
154,1.76000040378324,2.28571428571429,8.07142857142857,99,10,303.373305087258,1025.89905662899,28213.0125433782,74694.4297482196,457.32306,3.15751,0,0,1,0,0,0,0,0,0,0
157,6.59803767673664,1.78260869565217,10.8869565217391,113,62,470.008011807278,1924.45242079772,43428.6738889024,102843.105707315,453.49423,2.68316,0,0,1,0,1,0,0,0,0,0
158,3.73138552487774,2.10344827586207,8.62413793103448,111,122,264.466520633004,1252.621969381,36159.1105203564,91296.9114719219,456.46768,2.85004,0,0,1,0,0,0,0,0,0,1
160,12.5737742342722,1.76190476190476,12.847619047619,91,181,281.826154220416,893.038165577728,19134.6166980308,53522.2850722982,428.56268,3.18343,0,1,0,0,0,0,0,0,0,0
164,7.77635955881455,1.83333333333333,12.2444444444444,113,302,740.905398738954,2678.73530750483,60436.7545899569,144657.696151374,463.97938,2.70927,0,0,1,0,0,0,0,0,0,0
166,0.934191311704045,1.5,9.55,79,111,259.276491008737,1055.11041987219,21109.3190514039,55111.6666677225,466.66739,3.17991,0,0,0,0,0,0,0,0,0,0
168,40.2462871993387,1.58181818181818,12.2072727272727,105,65,888.728680936383,3268.92053423306,60891.4968047979,145362.109312353,438.19488,2.57648,0,0,1,0,0,0,0,0,0,1
171,88.8918030317874,1.90625,22.703125,105,94,679.866459897054,2687.96784513927,53483.6046365363,130532.364043919,431.4379,2.71277,0,0,0,0,0,0,0,0,0,0
175,7.74386878150894,1.78571428571429,12.4214285714286,89,364,424.783197822783,1670.7546325716,32406.3550110105,80864.6332261061,426.20455,2.80479,0,0,1,1,1,1,0,0,0,1
312,2.59361970865547,2.45454545454545,11.4181818181818,117,340,135.88718801006,750.612113780251,19358.0011118639,48217.0777766175,453.74471,5.47636,0,0,0,0,0,0,0,0,0,1
314,26.3509354716187,2.08333333333333,16.8,135,193,64.1832010842719,395.146179469995,14095.0922210872,38283.5662249113,478.48495,5.68004,0,0,0,0,0,0,0,0,0,0
315,30.8632109005852,2.18181818181818,15.8181818181818,88,263,71.2745435114056,453.737970794637,13398.8179029759,35400.8161280208,438.6107,5.36689,0,0,1,0,0,0,0,0,0,1
318,22.977912430536,2,13.3823529411765,116,64,66.7810773191062,438.687665764806,15270.5540916361,39248.2301741781,425.97632,5.15381,0,1,1,0,0,0,0,0,0,1
321,6.43631905083482,3,16.15,67,190,92.3650211651263,573.682140722361,12686.0698319509,29052.7211681505,422.20792,5.18654,0,1,0,0,0,0,0,0,0,0
322,0.98491263510646,2,18.65,113,158,179.533923892313,835.42382439355,21663.6884443563,63107.9706583263,448.63141,4.42932,0,0,0,0,0,0,0,0,0,0
324,2.1307634202418,1.8,12.5,106,202,560.90706069978,1972.45355488011,43886.9890156559,117026.420163456,439.75252,4.2421,0,0,1,0,0,0,0,0,0,1
325,0.668936517854818,1.71428571428571,6.98571428571429,93,152,279.957411249269,1813.86882027571,49350.3251905357,129872.209980767,446.62803,4.54392,0,0,1,0,0,0,0,1,0,1
326,2.58960784410054,1.75,11.6375,64,199,429.078276111991,937.936373525132,13682.2965524178,36140.5001406191,404.90533,4.49181,0,1,1,0,0,0,0,0,0,1
329,0.0192422550032375,1,7,65,179,154.705874165187,778.623483258857,22967.9400170448,61694.3022600387,420.94566,4.6153,0,1,1,0,0,0,0,0,0,1
330,32.5931040671066,1.62650602409639,11.8421686746988,97,310,264.185652318742,1420.29822753881,38939.3539685992,96340.1890107751,435.90835,4.24085,0,0,0,0,0,0,0,0,0,0
336,12.6360374986039,2.125,16.675,92,84,337.79376977669,1283.49091660837,22146.1369449398,52123.0386634093,417.81116,4.11743,0,0,1,0,0,0,0,0,0,1
339,8.64469545848404,1.75,14.3,113,67,303.767101730262,1047.42622672561,20203.2910259923,55200.0293121933,431.50848,3.63899,0,0,1,0,0,0,0,0,0,1
349,5.22121930233236,1.55555555555556,10.6555555555556,163,199,1204.61301147043,5024.09992457413,78903.2568457572,164967.716161627,467.96824,2.29435,0,1,1,0,0,0,0,0,0,1
363,13.2890844511777,1.92105263157895,11.1026315789474,161,166,2018.22599341222,5281.69527008014,61783.1785224502,137007.351900432,451.27263,2.09294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,14.6129940598393,2.47058823529412,16.7411764705882,188,188,2666.52742585666,4814.19650723284,59693.0312224195,157742.934784523,467.98516,2.16095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,24.4378565035982,2.08163265306122,11.6795918367347,156,179,1453.72408074583,4585.32893623788,52602.2201953222,122344.266920655,480.14402,2.4093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,5.91418872379953,2.10526315789474,9.6,196,118,4932.4619858606,11339.8538865023,87325.8110059628,177449.177913102,458.50395,2.23258,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
372,6.98907583013697,2.05769230769231,11.1903846153846,215,144,3036.08235725156,8320.95733648845,99601.2306309851,243335.12210421,475.87767,1.72405,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
374,6.28699121664168,2.66666666666667,21.2,185,126,4297.23364708538,12255.1194543236,107329.313753313,250227.61786285,482.05765,1.72865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,78.5456020880902,2.77027027027027,21.5932432432432,232,113,10957.5285433976,32672.6152472128,215520.333531491,373550.326028878,462.31606,1.44913,NA,1,NA,NA,NA,1,NA,NA,NA,NA
381,7.66305427540089,2.70588235294118,13.3470588235294,232,111,9145.53596252735,30391.8886660251,221472.615845296,387373.180352845,469.11891,1.35803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
382,60.7046256315097,2.21052631578947,17.8982456140351,243,125,12510.5244955179,39401.2599381602,233172.089074004,387368.96577502,469.11891,1.35803,NA,1,NA,NA,NA,NA,NA,1,NA,NA
383,49.2838984375708,2.48888888888889,16.6222222222222,232,149,13455.3135727574,41346.1163738767,233892.289842033,387487.689689604,469.11891,1.35803,NA,NA,1,NA,NA,1,NA,NA,NA,NA
384,64.9532121429256,2.42553191489362,18.9978723404255,232,206,10450.7271410339,29669.6467826794,198051.411159518,349232.150251678,462.31606,1.44913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,103.822272122683,2.70666666666667,18.3533333333333,243,138,9938.63404987423,31270.6512081998,226164.293015428,389189.115670341,469.11891,1.35803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,21.2516907075647,2.27272727272727,14.6636363636364,182,131,3629.31745449757,10182.8992292265,97433.194031529,232413.331149844,470.21009,1.7938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,30.2826668080708,1.53846153846154,10.3961538461538,144,225,925.707915024294,2252.02377675621,38542.2805012355,105679.017354283,442.55682,2.21131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,9.24725096914211,2.1,10.9533333333333,164,218,2016.55010526281,5242.88834320048,56442.8566754414,150510.503566924,472.49396,1.7796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,10.8202259893219,2.13513513513514,11.7837837837838,204,171,2814.40738402773,7190.1226563742,135265.749887649,311514.222264278,467.8498,1.92739,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
390,80.1168403766938,2.35051546391753,19.6,192,205,5147.07327353388,11430.053844238,129252.747247506,300308.856104293,502.45067,1.53101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,11.2585986032538,2.16129032258065,10.7129032258065,155,164,3424.3029197725,7703.83274605192,99941.4293538191,245103.008887263,498.08044,2.01705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,9.33166333144837,1.83333333333333,11.3333333333333,108,389,212.223343792501,583.768272249906,12076.4969005208,33497.1706313904,418.74448,5.12185,0,1,1,0,0,0,1,1,0,1
405,0.875643451211166,1.06666666666667,7.61333333333333,107,172,93.8257731572506,373.812270283673,10436.791800305,30599.7427229631,417.71472,5.1033,0,0,1,0,0,0,0,0,0,1
407,0.560443838095134,1.71428571428571,6.78571428571429,95,178,182.678330203681,742.712684617878,16333.5362284721,38532.9624597069,417.88539,5.10248,0,0,0,0,0,0,0,0,0,0
408,21.6931426396442,1.10869565217391,12.4652173913043,110,313,571.00784307784,1972.74849264322,19954.663158987,42500.4214009337,432.28464,5.27497,0,0,0,0,0,0,0,1,0,1
409,27.0332084775229,2.5,23.6,118,293,160.475930229257,481.58673374947,12368.9614165153,34178.7885577707,422.489,5.17624,0,0,0,0,0,0,0,0,0,0
411,7.76524486752465,1.82857142857143,8.90857142857143,108,342,48.1313342139365,274.955032311,10399.9290901322,29546.0358950741,417.04191,4.25656,0,1,1,0,0,0,0,0,0,1
412,25.7436204426738,1.94230769230769,10.2711538461538,122,199,212.111364381514,957.849692353121,31427.0706156194,82910.8512053171,426.80565,4.16468,0,1,1,0,0,0,0,0,0,1
413,12.9714525740654,2,11.7047619047619,105,257,218.389359807783,932.638209876537,18805.2329167322,44429.8915453623,401.19373,4.54021,0,0,1,0,1,0,0,0,0,1
415,14.6484514388131,1.76229508196721,8.10819672131148,66,222,113.524270518352,727.427190119166,17541.5740212443,43030.4732080266,401.19373,4.54021,0,1,1,0,0,0,0,0,0,1
416,1.05790074868823,1.33333333333333,11.2,88,183,117.782598071799,618.023137676794,17837.5325882658,50769.6611859057,421.24482,4.48363,0,0,0,0,0,0,0,0,0,0
418,5.75741859293835,2.76923076923077,10.5384615384615,77,195,634.005529949364,1847.3524395918,30198.9058814943,77066.1786864177,440.60846,4.66771,0,0,1,0,0,0,0,0,0,1
419,13.0058485976979,2.14285714285714,14.6142857142857,76,200,227.572063605756,692.21178919747,14889.7756343381,41339.8443441963,427.36719,4.77748,0,0,0,0,0,0,0,0,0,0
421,2.78525347919115,2.21428571428571,9.31428571428571,79,133,285.861340238358,1199.31724610023,34932.5689127891,92648.7381534984,443.35405,3.80139,0,0,0,0,0,0,0,0,0,0
424,0.407689296846769,2.3,7.93,77,187,270.431294125752,1578.28211407233,29756.1476478737,76531.4111470106,452.42327,3.99951,0,0,0,0,0,0,0,0,0,0
426,8.76595678587372,1.88888888888889,13.8333333333333,123,250,762.909259570581,2369.3309463195,40465.6109135666,103311.545101288,423.68511,3.90296,0,0,1,0,0,0,0,0,0,1
440,8.5191263602099,2.14130434782609,7.71739130434783,88,297,313.451482425873,1308.64002578516,27663.9484369636,68976.9290868644,440.83733,3.23748,0,0,0,0,1,0,0,0,0,1
442,1.42336669085682,2.21428571428571,8.46428571428571,101,238,604.246981063665,2500.83407444933,51042.5736514922,124385.985738565,426.43255,3.24452,0,0,1,0,0,0,0,0,0,1
444,2.5273274884945,1.5,12.6,104,239,808.627763862591,2625.42829875542,51064.4111656719,124633.222092421,430.66607,3.32176,0,1,0,0,0,0,0,0,0,1
446,0.542008330359658,2.2,7.43,115,229,409.250832148912,2257.00396475014,48944.370676843,118944.752413599,413.92429,3.32456,0,1,1,0,1,0,0,0,0,1
447,19.2702811399819,2.28571428571429,17.3928571428571,115,240,188.300602104337,1032.44827571712,34190.3189545565,92063.8343868414,413.09771,3.25282,0,0,1,0,1,0,0,0,0,1
449,3.7542032210398,2.11111111111111,10.5555555555556,134,219,268.479819958952,1234.82131816196,31063.174545485,82131.1686891096,441.17196,3.26402,0,0,0,0,0,0,0,0,0,0
450,3.18750016278629,0.857142857142857,12.4571428571429,76,204,306.721052701351,1459.74140526787,32422.3723914438,82450.0089053991,487.41006,2.59438,0,0,0,0,0,0,0,0,0,1
452,1.61289514097456,2.09090909090909,9.24242424242424,71,284,97.0988214915053,384.160065869114,7650.76411546523,23380.5297997074,403.74958,3.54725,0,0,1,0,0,0,0,0,0,1
453,1.00073005819703,1.84,6.632,83,135,152.558728913844,595.147047430077,20172.8921770806,62105.8839488229,478.47375,3.13022,0,0,0,0,0,0,0,0,0,0
455,0.611021277489227,1.53333333333333,7.78666666666667,82,144,384.072913048942,1082.26168762627,15660.6183747746,39924.3750513402,450.8222,3.23026,0,0,1,0,1,0,0,0,0,1
460,1.462520836102,2.1,10.32,111,302,956.140419477957,3436.8351976842,61239.7277760226,145721.826860573,438.19488,2.57648,0,1,1,0,1,0,0,0,0,0
461,2.82168763951494,2.35593220338983,7.03728813559322,91,183,968.559091677686,3274.81500564528,51364.532920914,124960.339683836,433.65824,2.62473,0,0,1,0,1,0,0,0,0,0
462,13.0780430432903,1.87878787878788,12.0090909090909,131,286,1436.70967521372,4647.21823762972,66151.0809686944,156133.089695752,438.19488,2.57648,0,1,1,0,0,1,0,1,0,1
463,1.69278766466125,1.58536585365854,7.78292682926829,121,202,1238.7845594238,4151.01617437451,65231.7736223491,154361.976665881,438.19488,2.57648,0,0,1,0,0,0,0,0,0,1
464,2.10550431554188,2,8.3375,126,82,261.673139167703,1019.2639790672,37383.1755517496,102663.473158769,430.59169,2.87009,1,1,0,0,0,0,0,0,0,0
472,183.073505163715,1.28,26.072,109,96,101.936940537817,388.825894078762,11427.8800371622,30074.0365249512,418.46596,5.29476,0,1,1,0,1,0,0,0,0,1
474,128.183501334664,1.80952380952381,20.8539682539683,129,277,115.330841101089,451.168389839885,12486.6825534185,37227.4936263831,414.98706,5.21227,0,1,1,0,1,1,0,1,0,1
475,8.3228821555154,2.1,9.82,129,99,127.404140847915,812.0257067162,23602.0408034285,61775.0743506005,411.82602,5.10833,0,1,0,0,0,1,0,0,0,1
476,5.69420120589219,2.65217391304348,9.90869565217391,109,268,87.9394617560743,409.353647778138,14815.6277628218,40857.214926264,433.18996,4.98796,0,0,1,0,0,0,0,0,0,1
477,24.6868254019171,1.96551724137931,12.9586206896552,129,275,147.217931408062,851.453584784731,31752.7802939879,94532.2701335792,428.45971,4.82082,0,1,1,0,0,0,0,0,0,1
479,45.4328959968401,1.62264150943396,13.7698113207547,129,313,1638.17923872023,4707.3353766993,60508.6458639835,133993.048707565,448.27844,4.65325,0,1,1,0,0,1,0,1,0,1
486,0.259346831663177,2,10.3,178,181,127.179018644725,516.508221836699,12877.3223528046,36849.8087196672,432.69257,4.9166,0,1,0,0,0,0,0,0,0,1
491,0.504855002986513,2,8.8,218,203,152.393682451018,644.580895372438,14346.2115702819,36221.5932980847,403.34318,4.59183,0,0,0,0,0,0,0,0,0,0
492,0.346642259556576,2,8.3,154,322,112.233835469676,433.317285961207,14234.0705388149,36413.0990718995,399.65083,4.6699,0,0,1,0,0,0,0,0,0,1
494,0.267820760350774,2.33333333333333,7.86666666666667,183,173,235.74888019547,1174.30967258475,33303.2505218856,85768.2126453014,435.90835,4.24085,0,0,0,0,0,0,0,0,0,0
496,0.654570554316786,2.2,7.7,167,92,380.807201798883,1386.24961599981,25792.4630239797,69441.5606219724,428.28371,4.30664,0,1,0,0,1,0,1,0,0,1
525,0.010144726277217,1,5,151,46,229.510907756701,1271.41258541905,41686.5195021862,105596.37404404,461.66329,3.39679,0,0,0,0,0,0,0,0,0,1
534,0.375978505116957,3,8.225,135,290,459.815466103451,1667.28526993609,33157.4079802508,89241.0415020603,471.87045,3.04168,0,0,1,0,0,0,0,0,0,1
535,0.0544333289578807,2,6.3,132,129,824.358443436635,2762.37749905678,32446.5472860386,82355.7259332082,470.78887,2.92547,0,0,0,0,0,0,0,0,0,0
537,4.0998490945318,2.45454545454545,12.1909090909091,141,316,802.383471532513,2973.07090617614,44359.8513760547,103504.962470236,453.48298,2.58422,0,0,0,1,0,0,0,0,0,0
542,0.221133090068282,2,8.15,115,80,230.73591145776,1361.62517004797,40090.136751169,107385.319433208,433.86245,2.87361,0,0,1,0,0,0,0,1,0,0
543,12.7864308535247,2.16666666666667,12.1,145,176,245.939387502163,1268.97442827585,40071.3676632298,110145.991787513,438.23698,2.33602,0,1,1,0,0,0,0,1,0,1
544,1.19786368713089,2.2,8.37,125,82,257.116426943048,1229.06002941142,51893.8276216791,146777.011106356,450.72669,2.08099,0,0,0,0,0,0,0,0,0,0
548,1.43960278008362,2,11.34,132,119,645.734187442234,2882.8679017417,63132.5653955375,175825.026380311,467.06252,2.26135,0,0,1,0,0,0,0,0,0,1
551,13.7018014584013,2.04761904761905,12.4047619047619,129,182,158.002181078055,728.445842016932,13854.8619289665,34231.2370880071,416.68387,5.17802,0,0,1,0,0,0,0,0,0,1
553,6.33069132040385,1.58333333333333,10.5916666666667,109,298,430.66629846578,1234.82161694773,17329.5635046424,42975.537235057,408.43535,4.99892,0,0,1,0,0,0,0,1,0,1
555,27.5602963878914,2.10869565217391,11.3608695652174,129,197,483.835750332601,1516.41863688277,14948.1804986126,30769.2512348316,403.64644,5.79912,0,1,1,0,1,0,0,0,0,1
557,28.2478067201511,1.2962962962963,16.5,109,321,54.8176306071048,291.497335728164,11769.0932902507,35091.0581394849,432.12664,5.00802,0,0,1,0,0,0,0,0,0,1
558,39.2071972829873,1.89285714285714,17.1928571428571,109,103,85.1284017249619,369.34241767658,13619.8982680104,37646.2980165664,401.12228,5.55887,0,0,0,0,0,0,0,0,0,1
