"StandID","DWVol_m3perHa_T2_SpruceConif","MeanDecaySwe_T2","MeanDbasal_T2","AgeT2","SprucevolMax100m_2013_m3ha","conn_20km_a2_stand_2009","conn_20km_a1_stand_2009","conn_20km_a02_stand_2009","conn_20km_a01_stand_2009","PrecSum","Temp","LocalConn_amyllapp","LocalConn_antrseri","LocalConn_fomipini","LocalConn_fomirose","LocalConn_gloesepi","LocalConn_phelferr","LocalConn_phelnigr","LocalConn_phelviti","LocalConn_phlecent","LocalConn_tricabie"
330,27.6992025706496,1.74358974358974,16.1205128205128,97,310,264.185652318742,1420.29822753881,38939.3539685992,96340.1890107751,435.90835,4.24085,0,0,0,0,0,0,0,0,0,0
336,12.2556407650824,2.75,26.05,92,84,337.79376977669,1283.49091660837,22146.1369449398,52123.0386634093,417.81116,4.11743,0,0,1,0,0,0,0,0,0,1
339,7.46102432746271,2.5,18.3,113,67,303.767101730262,1047.42622672561,20203.2910259923,55200.0293121933,431.50848,3.63899,0,0,1,0,0,0,0,0,0,1
349,4.48353867748592,1.5,14.3625,163,199,1204.61301147043,5024.09992457413,78903.2568457572,164967.716161627,467.96824,2.29435,0,1,1,0,0,0,0,0,0,1
363,11.2971221149848,2.25,16.05625,161,166,2018.22599341222,5281.69527008014,61783.1785224502,137007.351900432,451.27263,2.09294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,14.3724303514092,2.57142857142857,18.6428571428571,188,188,2666.52742585666,4814.19650723284,59693.0312224195,157742.934784523,467.98516,2.16095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,21.1688633117629,2.28571428571429,16.5095238095238,156,179,1453.72408074583,4585.32893623788,52602.2201953222,122344.266920655,480.14402,2.4093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,4.23999877896321,2.66666666666667,19.3,196,118,4932.4619858606,11339.8538865023,87325.8110059628,177449.177913102,458.50395,2.23258,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
372,5.6438227692641,2.28571428571429,15.7142857142857,215,144,3036.08235725156,8320.95733648845,99601.2306309851,243335.12210421,475.87767,1.72405,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
374,6.20276649346736,3,28.15,185,126,4297.23364708538,12255.1194543236,107329.313753313,250227.61786285,482.05765,1.72865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,78.0655822735236,2.83823529411765,22.775,232,113,10957.5285433976,32672.6152472128,215520.333531491,373550.326028878,462.31606,1.44913,NA,1,NA,NA,NA,1,NA,NA,NA,NA
381,6.59191716689692,3.1,16.58,232,111,9145.53596252735,30391.8886660251,221472.615845296,387373.180352845,469.11891,1.35803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
382,59.6695535495697,2.30612244897959,19.3959183673469,243,125,12510.5244955179,39401.2599381602,233172.089074004,387368.96577502,469.11891,1.35803,NA,1,NA,NA,NA,NA,NA,1,NA,NA
383,47.1898231563351,2.74074074074074,22.3148148148148,232,149,13455.3135727574,41346.1163738767,233892.289842033,387487.689689604,469.11891,1.35803,NA,NA,1,NA,NA,1,NA,NA,NA,NA
384,64.0876868277304,2.59459459459459,21.9864864864865,232,206,10450.7271410339,29669.6467826794,198051.411159518,349232.150251678,462.31606,1.44913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,102.163042875581,2.96825396825397,20.2365079365079,243,138,9938.63404987423,31270.6512081998,226164.293015428,389189.115670341,469.11891,1.35803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,20.0318165126468,2.42307692307692,19.2307692307692,182,131,3629.31745449757,10182.8992292265,97433.194031529,232413.331149844,470.21009,1.7938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,22.7688573652904,1.73684210526316,16.8789473684211,144,225,925.707915024294,2252.02377675621,38542.2805012355,105679.017354283,442.55682,2.21131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,7.38412824297282,2.15384615384615,14.8461538461538,164,218,2016.55010526281,5242.88834320048,56442.8566754414,150510.503566924,472.49396,1.7796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,9.43198470115172,2.4,17.6866666666667,204,171,2814.40738402773,7190.1226563742,135265.749887649,311514.222264278,467.8498,1.92739,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
390,79.498565108663,2.41772151898734,22.3772151898734,192,205,5147.07327353388,11430.053844238,129252.747247506,300308.856104293,502.45067,1.53101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,9.43069770904031,2.46153846153846,14.6846153846154,155,164,3424.3029197725,7703.83274605192,99941.4293538191,245103.008887263,498.08044,2.01705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,8.1493454347995,1.66666666666667,22.2,108,389,212.223343792501,583.768272249906,12076.4969005208,33497.1706313904,418.74448,5.12185,0,1,1,0,0,0,1,1,0,1
405,0.0706858347057703,1,12,107,172,93.8257731572506,373.812270283673,10436.791800305,30599.7427229631,417.71472,5.1033,0,0,1,0,0,0,0,0,0,1
408,20.1355572665062,1.14814814814815,16.2666666666667,110,313,571.00784307784,1972.74849264322,19954.663158987,42500.4214009337,432.28464,5.27497,0,0,0,0,0,0,0,1,0,1
409,26.8895507151935,2.57142857142857,25.7857142857143,118,293,160.475930229257,481.58673374947,12368.9614165153,34178.7885577707,422.489,5.17624,0,0,0,0,0,0,0,0,0,0
411,6.45725243494311,1.875,16.2875,108,342,48.1313342139365,274.955032311,10399.9290901322,29546.0358950741,417.04191,4.25656,0,1,1,0,0,0,0,0,0,1
412,23.4499805084883,2.22222222222222,23.5333333333333,122,199,212.111364381514,957.849692353121,31427.0706156194,82910.8512053171,426.80565,4.16468,0,1,1,0,0,0,0,0,0,1
413,11.9392492698907,2.5,16.34,105,257,218.389359807783,932.638209876537,18805.2329167322,44429.8915453623,401.19373,4.54021,0,0,1,0,1,0,0,0,0,1
415,2.68174545698501,2,12.89,66,222,113.524270518352,727.427190119166,17541.5740212443,43030.4732080266,401.19373,4.54021,0,1,1,0,0,0,0,0,0,1
416,0.908644532215172,1.5,12.65,88,183,117.782598071799,618.023137676794,17837.5325882658,50769.6611859057,421.24482,4.48363,0,0,0,0,0,0,0,0,0,0
418,5.13883961497155,2.6,16.64,77,195,634.005529949364,1847.3524395918,30198.9058814943,77066.1786864177,440.60846,4.66771,0,0,1,0,0,0,0,0,0,1
419,12.3172302259114,2,22.0714285714286,76,200,227.572063605756,692.21178919747,14889.7756343381,41339.8443441963,427.36719,4.77748,0,0,0,0,0,0,0,0,0,0
421,1.57895952204987,2,15.3,79,133,285.861340238358,1199.31724610023,34932.5689127891,92648.7381534984,443.35405,3.80139,0,0,0,0,0,0,0,0,0,0
424,0.266972125904726,2,11.15,77,187,270.431294125752,1578.28211407233,29756.1476478737,76531.4111470106,452.42327,3.99951,0,0,0,0,0,0,0,0,0,0
426,8.6495022386991,1.85714285714286,15.8857142857143,123,250,762.909259570581,2369.3309463195,40465.6109135666,103311.545101288,423.68511,3.90296,0,0,1,0,0,0,0,0,0,1
440,5.83280249630364,2.2,13.52,88,297,313.451482425873,1308.64002578516,27663.9484369636,68976.9290868644,440.83733,3.23748,0,0,0,0,1,0,0,0,0,1
442,0.98569064457345,2.16666666666667,10.8833333333333,101,238,604.246981063665,2500.83407444933,51042.5736514922,124385.985738565,426.43255,3.24452,0,0,1,0,0,0,0,0,0,1
444,2.46174674185081,1.75,15.15,104,239,808.627763862591,2625.42829875542,51064.4111656719,124633.222092421,430.66607,3.32176,0,1,0,0,0,0,0,0,0,1
447,19.1881824882142,2.27272727272727,20.3181818181818,115,240,188.300602104337,1032.44827571712,34190.3189545565,92063.8343868414,413.09771,3.25282,0,0,1,0,1,0,0,0,0,1
449,3.56723482491991,2.5,26.5,134,219,268.479819958952,1234.82131816196,31063.174545485,82131.1686891096,441.17196,3.26402,0,0,0,0,0,0,0,0,0,0
450,2.97043791170583,0.75,16.15,76,204,306.721052701351,1459.74140526787,32422.3723914438,82450.0089053991,487.41006,2.59438,0,0,0,0,0,0,0,0,0,1
452,1.01849124832442,2,17.8333333333333,71,284,97.0988214915053,384.160065869114,7650.76411546523,23380.5297997074,403.74958,3.54725,0,0,1,0,0,0,0,0,0,1
455,0.0831540305497048,2,11,82,144,384.072913048942,1082.26168762627,15660.6183747746,39924.3750513402,450.8222,3.23026,0,0,1,0,1,0,0,0,0,1
460,1.0181922345607,3,23.15,111,302,956.140419477957,3436.8351976842,61239.7277760226,145721.826860573,438.19488,2.57648,0,1,1,0,1,0,0,0,0,0
461,0.583054163193828,2,14.3,91,183,968.559091677686,3274.81500564528,51364.532920914,124960.339683836,433.65824,2.62473,0,0,1,0,1,0,0,0,0,0
463,0.505650702089985,1.85714285714286,11.1857142857143,121,202,1238.7845594238,4151.01617437451,65231.7736223491,154361.976665881,438.19488,2.57648,0,0,1,0,0,0,0,0,0,1
464,0.666868490571383,2,11.1666666666667,126,82,261.673139167703,1019.2639790672,37383.1755517496,102663.473158769,430.59169,2.87009,1,1,0,0,0,0,0,0,0,0
472,182.748452499031,1.30232558139535,29.0302325581395,109,96,101.936940537817,388.825894078762,11427.8800371622,30074.0365249512,418.46596,5.29476,0,1,1,0,1,0,0,0,0,1
474,127.292189496798,1.79310344827586,21.8603448275862,129,277,115.330841101089,451.168389839885,12486.6825534185,37227.4936263831,414.98706,5.21227,0,1,1,0,1,1,0,1,0,1
475,5.91279157426083,1.8,14.31,129,99,127.404140847915,812.0257067162,23602.0408034285,61775.0743506005,411.82602,5.10833,0,1,0,0,0,1,0,0,0,1
476,4.25701900893474,3,14.275,109,268,87.9394617560743,409.353647778138,14815.6277628218,40857.214926264,433.18996,4.98796,0,0,1,0,0,0,0,0,0,1
477,21.7533472231606,1.81818181818182,20.2181818181818,129,275,147.217931408062,851.453584784731,31752.7802939879,94532.2701335792,428.45971,4.82082,0,1,1,0,0,0,0,0,0,1
479,42.4499605929317,1.85714285714286,19.0142857142857,129,313,1638.17923872023,4707.3353766993,60508.6458639835,133993.048707565,448.27844,4.65325,0,1,1,0,0,1,0,1,0,1
486,0.172779537468153,2,13.3,178,181,127.179018644725,516.508221836699,12877.3223528046,36849.8087196672,432.69257,4.9166,0,1,0,0,0,0,0,0,0,1
537,3.65988670615185,2.4,17.58,141,316,802.383471532513,2973.07090617614,44359.8513760547,103504.962470236,453.48298,2.58422,0,0,0,1,0,0,0,0,0,0
543,11.3097661371728,2.22222222222222,16.4888888888889,145,176,245.939387502163,1268.97442827585,40071.3676632298,110145.991787513,438.23698,2.33602,0,1,1,0,0,0,0,1,0,1
548,1.05054724664067,2,16.15,132,119,645.734187442234,2882.8679017417,63132.5653955375,175825.026380311,467.06252,2.26135,0,0,1,0,0,0,0,0,0,1
551,12.356775085122,2.11111111111111,18.2,129,182,158.002181078055,728.445842016932,13854.8619289665,34231.2370880071,416.68387,5.17802,0,0,1,0,0,0,0,0,0,1
553,5.61556358153692,1.66666666666667,18.9666666666667,109,298,430.66629846578,1234.82161694773,17329.5635046424,42975.537235057,408.43535,4.99892,0,0,1,0,0,0,0,1,0,1
555,22.3540494385608,2.25,17.43125,129,197,483.835750332601,1516.41863688277,14948.1804986126,30769.2512348316,403.64644,5.79912,0,1,1,0,1,0,0,0,0,1
557,27.4440714098026,1.58333333333333,28.3083333333333,109,321,54.8176306071048,291.497335728164,11769.0932902507,35091.0581394849,432.12664,5.00802,0,0,1,0,0,0,0,0,0,1
558,38.5575135865055,1.91666666666667,18.675,109,103,85.1284017249619,369.34241767658,13619.8982680104,37646.2980165664,401.12228,5.55887,0,0,0,0,0,0,0,0,0,1
